CATEGORIA,SUBCATEGORIA,Ano,Comercio
VINHO  FINO DE MESA,Rosado,2022,1318396
VINHO  FINO DE MESA,Branco,2022,4956314
VINHO FRIZANTE,VINHO FRIZANTE,2022,2875864
VINHO ORGÂNICO,VINHO ORGÂNICO,2022,14947
VINHO ESPECIAL,VINHO ESPECIAL,2022,0
VINHO ESPECIAL,Tinto,2022,0
VINHO ESPECIAL,Rosado,2022,0
VINHO ESPECIAL,Branco,2022,0
ESPUMANTES,ESPUMANTES,2022,29525942
ESPUMANTES,Espumante  Moscatel,2022,12204315
ESPUMANTES,Espumante,2022,17321031
ESPUMANTES,Espumante Orgânico,2022,597
SUCO DE UVAS,SUCO DE UVAS,2022,157125036
SUCO DE UVAS,Suco Natural Integral,2022,115394795
SUCO DE UVAS,Suco Adoçado,2022,0
SUCO DE UVAS,Suco Reprocessado/reconstituido,2022,35139154
SUCO DE UVAS,Suco Orgânico,2022,1002685
SUCO DE UVAS,Outros sucos de uvas,2022,5588403
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2022,33632834
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2022,31704382
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2022,8812
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2022,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2022,0
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2022,0
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2022,5594
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2022,60958
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2022,226901
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2022,720603
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2022,139943
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2022,49840
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2022,122525
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2022,4407
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2022,4505384
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2022,292420
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2022,33
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2022,2339403
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2022,1392
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2022,4080
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2022,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2022,1579638
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2022,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2022,4719055
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2022,7406812
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2022,1058011
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2022,19711
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2022,265026
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2022,95605
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2022,296664
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2022,987142
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2022,5309881
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2022,1052563
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2022,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2022,32000
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2022,385006
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2022,27
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2022,14947
VINHO DE MESA,VINHO DE MESA,2023,187016848
VINHO DE MESA,Tinto,2023,165097539
VINHO DE MESA,Rosado,2023,2520748
VINHO DE MESA,Branco,2023,19398561
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2023,18589310
VINHO  FINO DE MESA,Tinto,2023,12450606
VINHO  FINO DE MESA,Rosado,2023,1214583
VINHO  FINO DE MESA,Branco,2023,4924121
VINHO FRIZANTE,VINHO FRIZANTE,2023,2843600
VINHO ORGÂNICO,VINHO ORGÂNICO,2023,9123
VINHO ESPECIAL,VINHO ESPECIAL,2023,0
VINHO ESPECIAL,Tinto,2023,0
VINHO ESPECIAL,Rosado,2023,0
VINHO ESPECIAL,Branco,2023,0
ESPUMANTES,ESPUMANTES,2023,29381635
ESPUMANTES,Espumante  Moscatel,2023,9771698
ESPUMANTES,Espumante,2023,19609379
ESPUMANTES,Espumante Orgânico,2023,558
SUCO DE UVAS,SUCO DE UVAS,2023,166708720
SUCO DE UVAS,Suco Natural Integral,2023,129419407
SUCO DE UVAS,Suco Adoçado,2023,128599
SUCO DE UVAS,Suco Reprocessado/reconstituido,2023,34402925
SUCO DE UVAS,Suco Orgânico,2023,932154
SUCO DE UVAS,Outros sucos de uvas,2023,1825635
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2023,37852507
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2023,29889342
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2023,8152
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2023,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2023,111
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2023,0
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2023,0
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2023,66290
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2023,184040
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2023,722984
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2023,16780
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2023,72600
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2023,53220
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2023,4506
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2023,4321881
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2023,397156
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2023,245
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2023,2366601
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2023,346
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2023,1668
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2023,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2023,359626
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2023,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2023,3604413
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2023,7459271
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2023,1331651
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2023,17178
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2023,501876
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2023,84157
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2023,338926
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2023,1769130
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2023,5047280
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2023,194020
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2023,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2023,981
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2023,421974
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2023,132064
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2023,410215
